customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Predicted,Churn_Risk_Level,Expected_Annual_Revenue,Expected_Revenue_Loss
CUST_03837,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Bank transfer,89.2,1798.71,No,0.3935067763368544,No,Low,1070.4,421.209653390969
CUST_01283,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,93.89,1568.8,No,0.37361992798307253,No,Low,1126.68,420.95010045996816
CUST_04174,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.99,5808.31,Yes,0.36927289052763884,No,Low,1139.8799999999999,420.9267824546449
CUST_02295,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card,89.71,2770.55,No,0.3909085383303394,No,Low,1076.52,420.82085968337697
CUST_01190,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.88,5639.74,No,0.34760099614055934,No,Low,1210.56,420.7918618879155
CUST_00519,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.1,2794.35,No,0.39787259596814634,No,Low,1057.1999999999998,420.63090845752424
CUST_01920,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,89.16,2396.14,Yes,0.3931411094501542,No,Low,1069.92,420.62953582290896
CUST_04230,Female,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.55,1540.88,No,0.3785381432012585,No,Low,1110.6,420.40446183931766
CUST_02461,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.58,2281.26,Yes,0.3866720691345562,No,Low,1086.96,420.29707226649725
CUST_04664,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.16,6674.48,Yes,0.34607574159494076,No,Low,1213.92,420.1082642369305
CUST_04245,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.64,6312.59,Yes,0.3736337849859222,No,Low,1123.68,419.8448115129811
CUST_01902,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.85,1983.97,No,0.3891903792602225,No,Low,1078.1999999999998,419.62506691837183
CUST_03024,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.96,5132.77,No,0.36437443987524315,No,Low,1151.52,419.58445500514
CUST_00158,Female,1,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.33,5374.17,No,0.3706263135038439,No,Low,1131.96,419.53416183381114
CUST_02744,Male,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.7,2456.88,Yes,0.38543142175917966,No,Low,1088.4,419.5035594426912
CUST_03918,Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer,93.01,0.0,No,0.3754034883131776,No,Low,1116.1200000000001,418.99534137610385
CUST_01164,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,94.64,3021.8,Yes,0.36891017759416206,No,Low,1135.68,418.963910490138
CUST_01009,Female,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Credit card,95.3,2589.03,Yes,0.3660127785788127,No,Low,1143.6,418.57221358273017
CUST_02059,Female,1,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.35,2648.72,No,0.3947865888538743,No,Low,1060.1999999999998,418.55274150287744
CUST_01149,Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,95.19,4671.79,No,0.3663156037815546,No,Low,1142.28,418.43498788759416
CUST_02239,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,94.03,4126.68,No,0.37038090219226233,No,Low,1128.3600000000001,417.92299479766115
CUST_02388,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.09,5067.64,Yes,0.3778299018061329,No,Low,1105.08,417.5322678879213
CUST_01755,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.23,2345.51,No,0.3854819234899604,No,Low,1082.76,417.38440747798955
CUST_04506,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.34,4368.44,No,0.38078766479687964,No,Low,1096.08,417.3737436305638
CUST_01575,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,89.92,2408.63,No,0.38669978940236666,No,Low,1079.04,417.26454075672973
CUST_00559,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,96.22,3936.55,No,0.360530544206819,No,Low,1154.6399999999999,416.28298756296147
CUST_03034,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,89.02,3014.39,No,0.3896725254072812,No,Low,1068.24,416.2637785410741
CUST_04068,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer,87.56,2057.02,No,0.39543912607550097,No,Low,1050.72,415.4957985500504
CUST_01393,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.61,6005.52,No,0.3774795052396812,No,Low,1099.32,414.97076970008635
CUST_04844,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,88.95,3195.65,No,0.3884264929634216,No,Low,1067.4,414.6064385891562
CUST_01077,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card,93.99,2537.5,No,0.36755823805960924,No,Low,1127.8799999999999,414.56158554267205
CUST_01240,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer,92.96,3172.88,No,0.3716302671568061,No,Low,1115.52,414.56099561876033
CUST_02498,Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer,86.9,2265.15,Yes,0.397540974494754,No,Low,1042.8000000000002,414.55572820312955
CUST_04569,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.7,2371.75,Yes,0.39384538584669393,No,Low,1052.4,414.4828840650607
CUST_03740,Female,1,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.46,1364.0,No,0.3773411065585386,No,Low,1097.52,414.13941127012725
CUST_00433,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.27,2777.73,No,0.38656810639187666,No,Low,1071.24,414.10721829123395
CUST_03004,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.21,2019.98,No,0.36193355058831905,No,Low,1142.52,413.5163202181663
CUST_02971,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,96.02,6117.7,No,0.3583921841011878,No,Low,1152.24,412.9538102087526
CUST_04723,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.6,1380.97,No,0.3752194387043028,No,Low,1099.1999999999998,412.44120702376955
CUST_01638,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.0,2878.15,Yes,0.3860522919892439,No,Low,1068.0,412.30384784451246
CUST_00958,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.67,2232.82,No,0.3963752683809933,No,Low,1040.04,412.24613412696823
CUST_01257,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,100.15,5173.14,No,0.34301026220398295,No,Low,1201.8000000000002,412.2297331167468
CUST_04906,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.55,2342.65,No,0.37934673957432685,No,Low,1086.6,412.1981672214635
CUST_04150,Female,1,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.9,3880.25,Yes,0.3695799939255314,No,Low,1114.8000000000002,412.0077772281825
CUST_02294,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,98.67,4216.4,No,0.3479135554605587,No,Low,1184.04,411.9435662075199
CUST_00624,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,95.11,4465.34,No,0.3608078199878151,No,Low,1141.32,411.7971811084931
CUST_03597,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.08,2458.2,No,0.380935853920141,No,Low,1080.96,411.77642065351563
CUST_00138,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.47,4205.27,No,0.38332931798728687,No,Low,1073.6399999999999,411.55768896387065
CUST_00024,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.61,4587.84,Yes,0.3585505201162466,No,Low,1147.32,411.37218273977203
CUST_01081,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.88,1587.78,No,0.3853262961954144,No,Low,1066.56,410.9736144701812
CUST_01318,Female,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.92,2944.55,No,0.3607840655374286,No,Low,1139.04,410.94748200975266
CUST_00860,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,88.41,2841.2,No,0.3873003721875558,No,Low,1060.92,410.8947108612217
CUST_01458,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.09,4198.37,No,0.37564436581562716,No,Low,1093.08,410.6093433857457
CUST_04146,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,98.15,4599.9,Yes,0.3484238827145349,No,Low,1177.8000000000002,410.37364906117926
CUST_01565,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,93.89,3661.23,Yes,0.3640690980915681,No,Low,1126.68,410.189371437808
CUST_03142,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,94.59,3483.88,Yes,0.36135851144422726,No,Low,1135.08,410.1708191701135
CUST_01942,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,87.11,430.7,No,0.391934845330029,No,Low,1045.32,409.6973325203859
CUST_02502,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,89.82,2597.58,Yes,0.3800540958367337,No,Low,1077.84,409.63750665666504
CUST_00216,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Bank transfer,94.09,5436.85,No,0.36256279561664256,No,Low,1129.08,409.36240127483876
CUST_04516,Female,1,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card,90.8,1255.11,Yes,0.3756509634990635,No,Low,1089.6,409.30928982857955
CUST_03969,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.83,1087.82,No,0.36742689790659344,No,Low,1113.96,409.29886719202887
CUST_03069,Female,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.73,3960.47,Yes,0.3638887420122474,No,Low,1124.76,409.2875014656954
CUST_02076,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.68,2594.72,Yes,0.3802122224061641,No,Low,1076.16,409.16918526461757
CUST_02827,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,106.2,6996.71,Yes,0.3208064166820045,No,Low,1274.4,408.83569741954653
CUST_04447,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,97.47,4413.81,Yes,0.349322647098223,No,Low,1169.6399999999999,408.5817409519655
CUST_01629,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card,88.46,3118.81,No,0.3847157752281144,No,Low,1061.52,408.38348972014796
CUST_04812,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.12,3925.53,Yes,0.3734785635026081,No,Low,1093.44,408.37640047629185
CUST_02446,Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.61,4881.98,Yes,0.35546957554939085,No,Low,1147.32,407.8373534193271
CUST_03915,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Mailed check,93.13,3233.67,No,0.36490833162651537,No,Low,1117.56,407.8069550925285
CUST_00901,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer,86.65,2487.82,No,0.39180087365860194,No,Low,1039.8000000000002,407.3945484302144
CUST_04135,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,87.94,1451.01,Yes,0.3857268016545382,No,Low,1055.28,407.04977925000105
CUST_04567,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.82,1177.06,No,0.39987832806764784,No,Low,1017.8399999999999,407.01215744037466
CUST_01249,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.97,4531.23,No,0.36087117778044603,No,Low,1127.6399999999999,406.9327749123421
CUST_00192,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Mailed check,90.65,3733.1,Yes,0.37403631375761975,No,Low,1087.8000000000002,406.8767021055388
CUST_03842,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.56,2588.0,No,0.3784377051309815,No,Low,1074.72,406.7145704583685
CUST_04389,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.8,4575.97,Yes,0.36907188067533264,No,Low,1101.6,406.5695837519464
CUST_01807,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.47,3118.49,No,0.37863245636082354,No,Low,1073.6399999999999,406.5149504472345
CUST_02381,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card,87.56,543.51,Yes,0.38681515879368583,No,Low,1050.72,406.4344236477016
CUST_04780,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card,90.58,2193.92,No,0.37387341355517895,No,Low,1086.96,406.38544559793735
CUST_01789,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,89.99,2136.84,No,0.3761271145865336,No,Low,1079.8799999999999,406.1721484997058
CUST_01625,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,93.88,3481.54,Yes,0.3604834691140043,No,Low,1126.56,406.10625696507265
CUST_01987,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card,86.45,1535.38,Yes,0.39146223389575807,No,Low,1037.4,406.1029214434595
CUST_03810,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.93,1174.19,No,0.3762178395542732,No,Low,1079.16,405.9992437333895
CUST_02436,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.26,1171.75,No,0.3921391252339121,No,Low,1035.1200000000001,405.91105131212714
CUST_03289,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,91.26,3466.51,Yes,0.37053360690536913,No,Low,1095.1200000000001,405.7787635942079
CUST_00698,Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,95.23,2267.76,No,0.35497233660614663,No,Low,1142.76,405.6481873800401
CUST_03331,Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.15,2371.15,No,0.3707844688753299,No,Low,1093.8000000000002,405.56405205583593
CUST_03680,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,89.1,4010.94,No,0.37919592006917663,No,Low,1069.1999999999998,405.43627773796356
CUST_00595,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.76,6231.87,No,0.3455823155001744,No,Low,1173.1200000000001,405.4095259595646
CUST_03126,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,86.64,2156.71,No,0.38987137626252927,No,Low,1039.68,405.34147247262644
CUST_03777,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Bank transfer,91.12,2644.88,No,0.3705525308388057,No,Low,1093.44,405.17695932038373
CUST_00421,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.0,3751.52,Yes,0.3879250579760651,No,Low,1044.0,404.99376052701194
CUST_04687,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.49,2067.23,No,0.3944743922699148,No,Low,1025.8799999999999,404.68338954186015
CUST_00668,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.09,3114.14,No,0.37851948430637045,No,Low,1069.08,404.6676102822545
CUST_01420,Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,86.0,1336.05,No,0.3919987064991539,No,Low,1032.0,404.5426651071268
CUST_04715,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card,90.27,2723.37,Yes,0.37345463368677806,No,Low,1083.24,404.5409973948655
CUST_00803,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer,86.33,2313.68,Yes,0.39033176247554396,No,Low,1035.96,404.3680926541645
CUST_02544,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.37,4924.63,No,0.36872068351375836,No,Low,1096.44,404.28010623182524
CUST_03495,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.68,5523.53,Yes,0.3632249467581737,No,Low,1112.16,403.9642567865705
CUST_04885,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.29,4493.73,Yes,0.3644438917848985,No,Low,1107.48,403.6143212739394
CUST_04420,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card,91.94,4805.54,No,0.36562678594023185,No,Low,1103.28,403.38872039213896
CUST_04522,Male,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2517.12,No,0.39040011089768534,No,Low,1033.1999999999998,403.36139457948843
CUST_02255,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.19,553.86,Yes,0.38113442095533223,No,Low,1058.28,403.34693500860897
CUST_01681,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.75,3365.39,No,0.3703676610025631,No,Low,1089.0,403.3303828317912
CUST_01811,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,94.76,2855.25,Yes,0.35388731882841057,No,Low,1137.1200000000001,402.4123479861623
CUST_03426,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.0,5033.01,Yes,0.3528282629816803,No,Low,1140.0,402.22421979911553
CUST_00052,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.16,2214.66,Yes,0.3798952075041282,No,Low,1057.92,401.89873792276734
CUST_03889,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,96.54,6085.37,No,0.34670001347207213,No,Low,1158.48,401.64503160712616
CUST_00077,Female,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.38,4258.1,No,0.3703183362255585,No,Low,1084.56,401.6324547367917
CUST_02535,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,96.39,4554.45,Yes,0.3468508921977887,No,Low,1156.68,401.19548998733825
CUST_04657,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,90.32,2430.95,No,0.3701265268406027,No,Low,1083.84,401.1579348509188
CUST_01853,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.08,4779.23,No,0.3625992342291934,No,Low,1104.96,400.65764985388955
CUST_03277,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,87.47,2429.48,Yes,0.38163835928409484,No,Low,1049.6399999999999,400.58288743895724
CUST_02208,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,90.75,3258.91,Yes,0.36772846415237814,No,Low,1089.0,400.4562974619398
CUST_01751,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,95.91,3614.12,No,0.3479358012418683,No,Low,1150.92,400.44627236529107
CUST_01384,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.25,5835.39,No,0.35034349684861366,No,Low,1143.0,400.4426168979654
CUST_04519,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.61,3222.42,No,0.36410091388743415,No,Low,1099.32,400.2634166547341
CUST_04897,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.06,4358.15,No,0.35840516234549996,No,Low,1116.72,400.2382128944667
CUST_00447,Male,0,No,No,51,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.07,4361.69,Yes,0.3917560434751784,No,Low,1020.8399999999999,399.9202394212011
CUST_01911,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,89.92,2708.8,No,0.3705180843054869,No,Low,1079.04,399.80383368899254
CUST_01326,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer,85.37,1512.72,No,0.39015035168671436,No,Low,1024.44,399.6856262819377
CUST_02802,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.32,6130.4,Yes,0.3530895063200236,No,Low,1131.84,399.6408268332555
CUST_04446,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.44,5509.1,Yes,0.3641770491686043,No,Low,1097.28,399.6041925117261
CUST_04495,Female,1,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.39,5930.46,Yes,0.334913847065596,No,Low,1192.68,399.4450471181951
CUST_02533,Female,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.57,5742.93,No,0.3634206016816813,No,Low,1098.84,399.34109395189864
CUST_01759,Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.28,4738.65,No,0.3642218182050858,No,Low,1095.3600000000001,398.95401078912283
CUST_04264,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,94.33,3101.35,No,0.3521108867763135,No,Low,1131.96,398.57543939531587
CUST_00884,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer,86.67,1652.5,No,0.38300645505128167,No,Low,1040.04,398.34203351153496
CUST_00146,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.22,5103.25,Yes,0.37193603497266703,No,Low,1070.6399999999999,398.2095964831362
CUST_02794,Male,0,No,No,47,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.08,3933.13,No,0.39880934696302317,No,Low,996.96,397.5969665482556
CUST_01256,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.48,5746.58,No,0.3543467158084467,No,Low,1121.76,397.49197192528317
CUST_00061,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.91,3697.79,No,0.3683079716173963,No,Low,1078.92,397.3748367374412
CUST_00897,Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.24,1392.67,No,0.3793596499080902,No,Low,1046.8799999999999,397.1440302957814
CUST_04604,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer,91.41,3440.43,No,0.3620361269002091,No,Low,1096.92,397.1246683193774
CUST_04549,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,88.38,3173.79,No,0.37424297247437277,No,Low,1060.56,396.90712688742076
CUST_00530,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,90.52,2879.94,No,0.36511870039820354,No,Low,1086.24,396.6065371205446
