customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00448,Female,0,No,Yes,46,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card,73.43,3367.41,No
CUST_00449,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card,87.77,4398.58,Yes
CUST_00450,Female,1,Yes,Yes,44,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.71,3717.37,Yes
CUST_00451,Female,1,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,89.23,2984.05,No
CUST_00452,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Two year,No,Bank transfer,82.09,1629.82,No
CUST_00453,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,65.85,821.66,No
CUST_00454,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.77,1748.14,No
CUST_00455,Male,1,No,No,24,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.62,1575.78,No
CUST_00456,Male,0,No,No,20,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.11,940.34,No
CUST_00457,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,38.64,0.0,No
CUST_00458,Female,1,No,No,57,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,61.66,3522.81,No
CUST_00459,Male,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.07,5346.92,No
CUST_00460,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.81,6063.26,Yes
CUST_00461,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card,65.09,756.39,Yes
CUST_00462,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.82,1869.99,No
CUST_00463,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.46,1545.41,Yes
CUST_00464,Male,1,No,Yes,20,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,43.34,922.67,No
CUST_00465,Female,1,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Credit card,95.04,480.51,Yes
CUST_00466,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,60.17,1114.26,No
CUST_00467,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.06,1331.54,No
CUST_00468,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.84,507.85,No
CUST_00469,Male,1,Yes,No,49,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.41,3220.7,No
CUST_00470,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card,71.1,1936.79,No
CUST_00471,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,74.62,717.42,No
CUST_00472,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.43,4982.29,No
CUST_00473,Male,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.98,2203.81,No
CUST_00474,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,92.85,2212.63,No
CUST_00475,Male,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,One year,No,Credit card,49.56,921.4,No
CUST_00476,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Mailed check,72.15,2154.71,No
CUST_00477,Male,1,No,Yes,49,No,No phone service,DSL,No,No,Yes,Yes,One year,Yes,Credit card,54.54,2678.71,No
CUST_00478,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,No,Mailed check,95.81,5933.28,No
CUST_00479,Male,0,No,Yes,46,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.55,2490.89,No
CUST_00480,Female,1,No,No,0,Yes,No,DSL,Yes,No,No,No,One year,Yes,Electronic check,63.28,0.0,No
CUST_00481,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.32,1772.05,No
CUST_00482,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.79,816.95,No
CUST_00483,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.13,556.0,No
CUST_00484,Female,1,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.34,1896.97,No
CUST_00485,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,One year,No,Mailed check,67.33,2251.53,No
CUST_00486,Female,1,No,No,18,Yes,No,Fiber optic,No,No,No,No,One year,No,Electronic check,77.15,1384.43,Yes
CUST_00487,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Credit card,64.32,4551.19,No
CUST_00488,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.74,0.0,Yes
CUST_00489,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,77.08,3600.12,Yes
CUST_00490,Male,1,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.03,828.61,No
CUST_00491,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,68.26,1558.67,No
CUST_00492,Male,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.67,4238.7,No
CUST_00493,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.95,4914.78,No
CUST_00494,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.0,6069.77,No
CUST_00495,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.4,2688.5,No
CUST_00496,Male,1,Yes,No,16,Yes,Yes,DSL,No,No,No,No,One year,Yes,Electronic check,59.03,938.17,No
CUST_00497,Male,0,Yes,No,60,No,No phone service,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.09,4543.35,No
CUST_00498,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,94.89,6442.24,Yes
CUST_00499,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,71.94,706.86,Yes
CUST_00500,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer,71.44,2662.41,Yes
CUST_00501,Male,0,No,No,67,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.86,5041.91,No
CUST_00502,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.47,1314.89,No
CUST_00503,Male,0,Yes,No,16,No,No phone service,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.88,827.21,No
CUST_00504,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,82.18,985.47,Yes
CUST_00505,Male,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,75.07,0.0,No
CUST_00506,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,72.21,64.5,No
CUST_00507,Female,1,No,No,65,No,No phone service,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,66.59,4328.49,No
CUST_00508,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card,82.78,5521.61,No
CUST_00509,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.9,466.64,No
CUST_00510,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.94,297.82,No
CUST_00511,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.4,4757.79,No
CUST_00512,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,One year,Yes,Electronic check,64.4,4664.8,No
CUST_00513,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer,90.57,1990.23,Yes
CUST_00514,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,85.34,112.5,No
CUST_00515,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Electronic check,90.37,5967.84,Yes
CUST_00516,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.0,1974.71,No
CUST_00517,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Mailed check,79.57,497.13,No
CUST_00518,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Credit card,77.22,3326.29,No
CUST_00519,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.1,2794.35,No
CUST_00520,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card,88.31,5565.34,Yes
CUST_00521,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,69.41,2438.41,No
CUST_00522,Male,0,No,No,3,No,No phone service,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer,73.86,208.31,Yes
CUST_00523,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Two year,Yes,Electronic check,89.51,1994.73,Yes
CUST_00524,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.3,1778.38,Yes
CUST_00525,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,97.26,2532.22,No
CUST_00526,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,32.56,1626.25,No
CUST_00527,Male,1,No,Yes,68,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer,70.37,4803.87,Yes
CUST_00528,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,81.38,1806.86,No
CUST_00529,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,One year,No,Mailed check,76.63,610.51,No
CUST_00530,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Credit card,90.52,2879.94,No
CUST_00531,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,No,Bank transfer,92.92,3134.74,No
CUST_00532,Female,0,No,No,49,No,No phone service,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer,71.09,3475.81,No
CUST_00533,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.37,769.02,No
CUST_00534,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,One year,No,Credit card,73.19,1679.79,No
CUST_00535,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,Yes,No,One year,Yes,Electronic check,65.15,1167.24,No
CUST_00536,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Two year,No,Mailed check,75.74,2862.26,No
CUST_00537,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.8,5297.84,No
CUST_00538,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Electronic check,86.12,2064.62,No
CUST_00539,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,66.92,1584.68,Yes
CUST_00540,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,One year,No,Electronic check,87.79,2282.73,No
CUST_00541,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,Yes,Bank transfer,88.83,2759.09,No
CUST_00542,Female,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Credit card,88.07,904.69,No
CUST_00543,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,77.49,5258.67,Yes
CUST_00544,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.92,1058.03,No
CUST_00545,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,81.19,1454.5,No
CUST_00546,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.55,475.12,Yes
CUST_00547,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.32,766.76,No
CUST_00548,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card,83.88,5725.19,Yes
CUST_00549,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.66,1759.01,No
CUST_00550,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.0,857.1,No
CUST_00551,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.71,1218.86,No
CUST_00552,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Credit card,77.36,841.52,No
CUST_00553,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,86.94,1747.27,Yes
CUST_00554,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,79.46,2249.51,Yes
CUST_00555,Male,0,No,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,69.0,3462.12,No
CUST_00556,Female,1,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,One year,No,Electronic check,70.75,1542.93,No
CUST_00557,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card,89.3,2828.82,No
CUST_00558,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.28,663.97,No
CUST_00559,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,96.22,3936.55,No
CUST_00560,Female,1,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,One year,No,Electronic check,73.65,5018.21,Yes
CUST_00561,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.6,2766.93,No
CUST_00562,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer,80.29,5010.49,No
CUST_00563,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card,72.53,933.43,Yes
CUST_00564,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.04,5401.28,No
CUST_00565,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Two year,Yes,Mailed check,88.21,3982.78,Yes
CUST_00566,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.21,1410.39,No
CUST_00567,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,37.3,1918.06,No
CUST_00568,Female,1,Yes,No,51,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.27,2588.26,No
CUST_00569,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card,56.76,336.44,Yes
CUST_00570,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,No,Credit card,84.05,4429.34,No
CUST_00571,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,100.5,1023.98,Yes
CUST_00572,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Two year,Yes,Bank transfer,89.62,2168.8,No
CUST_00573,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.72,4167.1,Yes
CUST_00574,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer,76.71,4973.52,No
CUST_00575,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,One year,No,Bank transfer,67.32,1768.35,No
CUST_00576,Female,1,Yes,No,57,Yes,Yes,DSL,No,Yes,No,No,Two year,Yes,Credit card,63.57,3621.52,No
CUST_00577,Male,1,No,No,10,Yes,No,DSL,No,No,No,No,Two year,Yes,Bank transfer,55.21,536.18,No
CUST_00578,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.26,1682.69,No
CUST_00579,Female,0,Yes,No,18,No,No phone service,DSL,No,No,No,Yes,One year,Yes,Electronic check,51.78,930.32,No
CUST_00580,Female,1,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,No,Mailed check,102.83,3915.67,Yes
CUST_00581,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,Two year,No,Bank transfer,76.1,5274.09,No
CUST_00582,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.2,867.44,No
CUST_00583,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.79,435.42,No
CUST_00584,Female,0,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,One year,Yes,Electronic check,48.68,2875.84,No
CUST_00585,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.49,1213.43,No
CUST_00586,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.29,1420.9,No
CUST_00587,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,88.1,92.38,No
CUST_00588,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.22,4170.13,No
CUST_00589,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card,86.82,5184.09,Yes
CUST_00590,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,33.92,681.98,No
CUST_00591,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,34.17,715.13,No
CUST_00592,Female,1,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,Yes,Mailed check,92.76,312.87,Yes
CUST_00593,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.39,4820.96,No
CUST_00594,Female,1,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.58,5253.09,Yes
CUST_00595,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.76,6231.87,No
CUST_00596,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,101.69,5795.2,No
CUST_00597,Male,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer,84.04,2460.11,No
CUST_00598,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card,89.11,1605.18,No
CUST_00599,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,98.46,6028.75,No
CUST_00600,Female,0,No,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,74.99,5042.94,No
CUST_00601,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,No,One year,No,Electronic check,58.44,2522.38,No
CUST_00602,Female,0,No,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,79.46,4762.98,Yes
CUST_00603,Female,1,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card,66.91,1328.57,Yes
CUST_00604,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Credit card,74.37,661.65,No
CUST_00605,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.52,2930.35,No
CUST_00606,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.38,792.7,No
CUST_00607,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.03,4232.25,No
CUST_00608,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.83,3595.39,No
CUST_00609,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,86.55,4436.91,No
CUST_00610,Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.09,3090.96,No
CUST_00611,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.93,6056.4,Yes
CUST_00612,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.82,617.62,Yes
CUST_00613,Female,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.59,2207.23,No
CUST_00614,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.41,536.49,Yes
CUST_00615,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.8,5941.27,No
CUST_00616,Male,1,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,83.2,5558.38,No
CUST_00617,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer,63.23,3051.45,No
CUST_00618,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.68,2179.38,No
CUST_00619,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer,62.83,2132.53,No
CUST_00620,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,One year,Yes,Electronic check,58.37,2867.05,No
CUST_00621,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,97.06,3802.16,No
CUST_00622,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,One year,No,Bank transfer,92.37,996.56,Yes
CUST_00623,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer,68.39,1041.91,Yes
CUST_00624,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,95.11,4465.34,No
CUST_00625,Male,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.07,18.72,Yes
CUST_00626,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.77,2366.62,Yes
CUST_00627,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card,82.02,1713.51,Yes
CUST_00628,Female,0,No,No,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.86,886.47,No
CUST_00629,Male,1,No,No,66,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Credit card,66.07,4380.16,No
CUST_00630,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,84.46,1078.05,No
CUST_00631,Male,1,No,No,72,No,No phone service,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer,72.28,5205.4,Yes
CUST_00632,Female,1,No,Yes,18,No,No phone service,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,70.6,1265.85,No
CUST_00633,Male,1,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,31.54,1211.37,No
CUST_00634,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,91.41,260.84,No
CUST_00635,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,93.01,2971.78,No
CUST_00636,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.08,3525.77,No
CUST_00637,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,One year,Yes,Credit card,70.93,2554.54,No
CUST_00638,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,81.92,5317.13,Yes
CUST_00639,Female,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Two year,Yes,Mailed check,64.72,1704.52,No
CUST_00640,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer,74.06,3284.87,No
CUST_00641,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.7,4330.14,No
CUST_00642,Female,1,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.46,5285.44,Yes
CUST_00643,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.22,179.24,Yes
CUST_00644,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.83,4862.25,No
